Date,SKU Codes,Product Name,Type,Unit MRP,MRP for Pack Size,Unit PP,PP for Pack Size,Selling Price,NTR,Supplier
18-02-2023,PW0049,Aashirvaad Chakki Atta 10 Kg,DR2,464,464,405,405.00,412.49,0.018493827,Ess Enn Marketing
18-02-2023,PW004,Aashirvaad Chakki Atta 5KG,DR2,242,242,206,206.00,212,0.029126214,Ess Enn Marketing
18-02-2023,PW0254,AGARBATI ZED BLACK 3IN1 16G (Pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
18-02-2023,PW0256,AGARBATI ZED BLACK CHANDAN 15G (pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
18-02-2023,PW0257,AGARBATI ZED BLACK PINEAPLE 15G (Pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
18-02-2023,PW0255,AGARBTI ZED BLACK GULAB 15G (Pack of 12),DR2,12,144,6.96,83.52,87.696,0.05,
18-02-2023,PW0037,Ariel Matic Powder 4Kg + 2Kg Fl,DR1,1525,1525,1270.8,1270.80,1275,0.003305005,WAL-MART INDIA PVT LTD
18-02-2023,PW0194,Clinic Plus 175 ml (Pack of 2),DR1,115,230,90,180.00,183,0.016666667,Shree Badrinath Sales
18-02-2023,PW0144,"Colgate 200 gms, (Pack of 3)",DR1,145,435,96.6,289.80,319,0.100759144,Narula Trading Company/Badri
18-02-2023,PW0221,Daawat Rozana Super 90 Basmati Rice 1kg,DR2,98,98,65,65.00,67,0.030769231,Surjit Singh Arjan Singh
18-02-2023,PW0226,Dabur Amla 25Ml ,DR1,10,10,7.5,7.50,7.7,0.026666667,Narula Trading Company
18-02-2023,PW0253,Dabur honey 250gms,DR1,120,120,86.4,86.40,104,0.203703704,
18-02-2023,PW0228,Dettol Soap 10/- (Pack of 30),DR1,10,300,8.5,255.00,260.1,0.02,Narula Trading Company
18-02-2023,PW0147,"Dove Hairfall 650 Ml, (Pack of 1)",DR1,740,740,370,370.00,379,0.024324324,Shree Badrinath Sales
18-02-2023,PW0039,GALA NO DUST BROOM XL,DR1,210,210,143.65,143.65,144.57,0.006404455,WAL-MART INDIA PVT LTD
18-02-2023,PW0258,Godrej No.1 Lime (Pack of 4),DR1,40,160,33.7,134.80,140.192,0.04,Ashish Enterprises
18-02-2023,PW0259,Godrej No.1 Sandal (Pack of 4),DR1,40,160,33.7,134.80,140.192,0.04,Ashish Enterprises
18-02-2023,PW0261,Gowardhan Cow Ghee Pouch 1 L,DR0,725,725,650,650.00,656.5,0.01,Surjit Singh
18-02-2023,PW013,Harpic Original 500 Ml (Pack of 6 ),DR1,99,594,83.16,498.96,503.9496,0.01,Shree Badrinath Sales
18-02-2023,PW61,"Harpic Power Plus Toilet Cleaner,200 Ml",DR1,40,40,33.598958,33.60,34,0.011936144,Dynamic Sales
18-02-2023,PW0084,Hershey'S Chocloate Syrup 200Gms,DR1,95,95,68,68.00,71.4,0.05,Shree Badrinath Sales
18-02-2023,PW0175,"Horlicks Chocolate Energy Drink 500G Jar, (Pack of 2)",DR1,249,498,174,348.00,360,0.034482759,Shree Badrinath Sales
18-02-2023,PW0042,Kellogg'S Cornflakes Original 875 G,DR1,355,355,287.55,287.55,298,0.036341506,WAL-MART INDIA PVT LTD
18-02-2023,PW0222,Kissan Doy Pack,DR1,100,100,78.0082,78.01,84,0.076809874,Metro
18-02-2023,PW0091,Lipton Green Tea Lemon Zest ( Pack of 2 ),DR1,170,340,120,240.00,258,0.075,Shree Badrinath Sales
18-02-2023,PW0199,Lipton Green Tea Pure & Light ( Pack of 2 ),DR1,170,340,120,240.00,258,0.075,Happy Happy Super Mart
18-02-2023,PW0178,Lux Jasmine Soap 150 gms (Pack of 1),DR1,198,198,137,137.00,144,0.051094891,Shree Badrinath Sales
18-02-2023,PW0232,Lux Pink 3X150Gm,DR1,198,198,137,137.00,144,0.051094891,Shree Badrinath Sales
18-02-2023,PW38,"Maggi 2-Min Masala Instant Noodles, 56 Gms (Pack of 96)",DR1,10,960,8.9,854.40,867.216,0.015,Ramesh Agencies
18-02-2023,PW0106,Nestle Everyday Ghee 1 L,DR0,600,600,555,555.00,566.1,0.02,Ramesh Agencies
18-02-2023,PW0047,PARACHUTE COCONUT OIL EJ 200 ml ( Pack of 6 ),DR1,95,570,71.25,427.50,493.44,0.154245614,
18-02-2023,PW0180,Parachute Hair Oil 100 ml Jar ,DR1,44,44,34.32,34.32,36,0.048951049,Shree Badrinath Sales
18-02-2023,PW0235,Parle G Mrp 10,DR1,10,10,8.4,8.40,8.736,0.04,Sehgal/Shreenath Traders
18-02-2023,PW0113,Patanjali Ghee 1 Ltr/ 1 Kg,DR0,665,650,595,595.00,600.95,0.01,Aggarwal associates
18-02-2023,PW0238,Red Label Nature Care 500G,DR1,300,300,238,238.00,250,0.050420168,
18-02-2023,PW0120,"Red Label Tea - Natural Care, 500Gm (Pouch)",DR1,300,300,238,238.00,249.6,0.048739496,Shree Badrinath Sales
18-02-2023,PW0239,Rin Bar (250*6),DR1,160,160,132,132.00,136,0.03030303,
18-02-2023,PW0240,Saffola 5Ltr+1,DR0,1170,1170,959,959.00,980,0.02189781,Shree Badrinath
18-02-2023,PW021,Saffola Gold Oil 1 l (Pack of 10),DR0,199,1990,163,1630.00,1680,0.030674847,Narula Trading Company
18-02-2023,PW0260,Saffola Gold Oil 1 l (Pack of 12),DR0,199,2388,163,1956.00,2014.68,0.03,
18-02-2023,PW0046,SCOTCH BRITE SCRUB SPONGE 2N,DR1,65,65,53.43,53.43,55.30005,0.035,WAL-MART INDIA PVT LTD
18-02-2023,PW0210,Stayfree Secure XL Wings 40/-(72),DR1,40,40,31.2,31.20,33,0.057692308,Shree Badrinath Sales
18-02-2023,PW0131,Tata Tea Premium Leaf 1 Kg Carton,DR1,510,510,368.69,368.69,372.3769,0.01,
18-02-2023,PW0247,"Verka Desi Ghee, 1 Kg Pouch",DR0,660,660,603.5,603.50,612.5525,0.015,Shree Gopalji traders
18-02-2023,PW0153,"Vim Drop Liquid 750 ML, (Pack of 2)",DR1,199,398,145,290.00,320,0.103448276,Shree Badrinath Sales
18-02-2023,PW0152,Vim Drop Liquid(Pack of 6),DR1,20,120,17,102.00,105.78,0.037058824,Badrinath
18-02-2023,PW0139,Vim Liquid 250Ml (Pack Of 1),DR1,55,55,46,46.00,47.5,0.032608696,Shree Badrinath Sales
18-02-2023,PW0223,Vim Liquid 500ml (Pack Of 1),DR1,125,125,100,100.00,105,0.05,Metro
